sentiment,full_text,cleaning,case_folding,tokenize,stopword_removal,stemming
2,Dengan diluncurkan mobil listrik dari @Xiaomi menandakan bahwa saat ini siapapun bisa membuat mobil listrik. China saat ini sudah berhasil menguasai pasar domestik untuk otomotif dengan BYD nenjadi pemain utama.,Dengan diluncurkan mobil listrik dari  menandakan bahwa saat ini siapapun bisa membuat mobil listrik China saat ini sudah berhasil menguasai pasar domestik untuk otomotif dengan BYD nenjadi pemain utama,dengan diluncurkan mobil listrik dari  menandakan bahwa saat ini siapapun bisa membuat mobil listrik china saat ini sudah berhasil menguasai pasar domestik untuk otomotif dengan byd nenjadi pemain utama,"['dengan', 'diluncurkan', 'mobil', 'listrik', 'dari', 'menandakan', 'bahwa', 'saat', 'ini', 'siapapun', 'bisa', 'membuat', 'mobil', 'listrik', 'china', 'saat', 'ini', 'sudah', 'berhasil', 'menguasai', 'pasar', 'domestik', 'untuk', 'otomotif', 'dengan', 'byd', 'nenjadi', 'pemain', 'utama']","['diluncurkan', 'menandakan', 'berhasil', 'menguasai', 'domestik', 'otomotif', 'nenjadi', 'pemain', 'utama']",luncur tanda hasil kuasa domestik otomotif nenjadi main utama
1,@convomf klo ga pada kuliah gaada tuh lo bisa nikmatin listrik bahan bakar mobil listrik motor listrik,klo ga pada kuliah gaada tuh lo bisa nikmatin listrik bahan bakar mobil listrik motor listrik,klo ga pada kuliah gaada tuh lo bisa nikmatin listrik bahan bakar mobil listrik motor listrik,"['klo', 'ga', 'pada', 'kuliah', 'gaada', 'tuh', 'lo', 'bisa', 'nikmatin', 'listrik', 'bahan', 'bakar', 'mobil', 'listrik', 'motor', 'listrik']","['kuliah', 'gaada', 'nikmatin', 'bahan', 'bakar']",kuliah gaada nikmatin bahan bakar
1,@MichelAdam7__ Ada yg lagi ngebayangkan _ kalau dikuasai cina : rakyat akan dapat mobil listrik minimal Wuling gratis pekerjaan gampang judi dilegalisasi/free sex. _ Kalau Yaman : harus sopan banyak aturan gak bisa free sex. Harus kerja halal. Orang cinta dunia sesaat pasti pilih cina...,Ada yg lagi ngebayangkan  kalau dikuasai cina  rakyat akan dapat mobil listrik minimal Wuling gratis pekerjaan gampang judi dilegalisasifree sex  Kalau Yaman  harus sopan banyak aturan gak bisa free sex Harus kerja halal Orang cinta dunia sesaat pasti pilih cina,ada yg lagi ngebayangkan  kalau dikuasai cina  rakyat akan dapat mobil listrik minimal wuling gratis pekerjaan gampang judi dilegalisasifree sex  kalau yaman  harus sopan banyak aturan gak bisa free sex harus kerja halal orang cinta dunia sesaat pasti pilih cina,"['ada', 'yg', 'lagi', 'ngebayangkan', 'kalau', 'dikuasai', 'cina', 'rakyat', 'akan', 'dapat', 'mobil', 'listrik', 'minimal', 'wuling', 'gratis', 'pekerjaan', 'gampang', 'judi', 'dilegalisasifree', 'sex', 'kalau', 'yaman', 'harus', 'sopan', 'banyak', 'aturan', 'gak', 'bisa', 'free', 'sex', 'harus', 'kerja', 'halal', 'orang', 'cinta', 'dunia', 'sesaat', 'pasti', 'pilih', 'cina']","['ngebayangkan', 'dikuasai', 'cina', 'minimal', 'gratis', 'pekerjaan', 'gampang', 'judi', 'dilegalisasifree', 'sex', 'yaman', 'sopan', 'aturan', 'free', 'sex', 'halal', 'cinta', 'cina']",ngebayangkan asai cina minimal gratis kerja gampang judi dilegalisasifree sex yaman sopan atur free sex halal cinta cina
2,@SelebtwitMobil Mobil listrik ngiritnya di dalam kota,Mobil listrik ngiritnya di dalam kota,mobil listrik ngiritnya di dalam kota,"['mobil', 'listrik', 'ngiritnya', 'di', 'dalam', 'kota']",['ngiritnya'],ngiritnya
2,Jangan lupa untuk memeriksa lokasi SPKLU menggunakan aplikasi PLN Mobile! Pastikan Anda selalu siap dengan ketersediaan stasiun pengisian listrik yang terpercaya di sepanjang rute Anda. Keamanan dan kenyamanan selalu menjadi prioritas utama! #PLN #MobilListrik #PLNSULUTTENGGO,Jangan lupa untuk memeriksa lokasi SPKLU menggunakan aplikasi PLN Mobile Pastikan Anda selalu siap dengan ketersediaan stasiun pengisian listrik yang terpercaya di sepanjang rute Anda Keamanan dan kenyamanan selalu menjadi prioritas utama PLN MobilListrik PLNSULUTTENGGO,jangan lupa untuk memeriksa lokasi spklu menggunakan aplikasi pln mobile pastikan anda selalu siap dengan ketersediaan stasiun pengisian listrik yang terpercaya di sepanjang rute anda keamanan dan kenyamanan selalu menjadi prioritas utama pln mobillistrik plnsuluttenggo,"['jangan', 'lupa', 'untuk', 'memeriksa', 'lokasi', 'spklu', 'menggunakan', 'aplikasi', 'pln', 'mobile', 'pastikan', 'anda', 'selalu', 'siap', 'dengan', 'ketersediaan', 'stasiun', 'pengisian', 'listrik', 'yang', 'terpercaya', 'di', 'sepanjang', 'rute', 'anda', 'keamanan', 'dan', 'kenyamanan', 'selalu', 'menjadi', 'prioritas', 'utama', 'pln', 'mobillistrik', 'plnsuluttenggo']","['lupa', 'memeriksa', 'spklu', 'aplikasi', 'pln', 'mobile', 'pastikan', 'ketersediaan', 'stasiun', 'pengisian', 'terpercaya', 'rute', 'keamanan', 'kenyamanan', 'prioritas', 'utama', 'pln', 'mobillistrik', 'plnsuluttenggo']",lupa periksa spklu aplikasi pln mobile pasti sedia stasiun isi percaya rute aman nyaman prioritas utama pln mobillistrik plnsuluttenggo
1,Electrizen ada yang mudik dengan mobil listrik? Persiapkan langkah-langkah penting untuk perjalanan yang aman dan nyaman! ️ Pastikan baterai terisi penuh cari tahu lokasi stasiun pengisian serta bawa kabel pengisian sebagai cadangan. Keamanan dan kenyamanan adalah kunci!,Electrizen ada yang mudik dengan mobil listrik Persiapkan langkahlangkah penting untuk perjalanan yang aman dan nyaman  Pastikan baterai terisi penuh cari tahu lokasi stasiun pengisian serta bawa kabel pengisian sebagai cadangan Keamanan dan kenyamanan adalah kunci,electrizen ada yang mudik dengan mobil listrik persiapkan langkahlangkah penting untuk perjalanan yang aman dan nyaman  pastikan baterai terisi penuh cari tahu lokasi stasiun pengisian serta bawa kabel pengisian sebagai cadangan keamanan dan kenyamanan adalah kunci,"['electrizen', 'ada', 'yang', 'mudik', 'dengan', 'mobil', 'listrik', 'persiapkan', 'langkahlangkah', 'penting', 'untuk', 'perjalanan', 'yang', 'aman', 'dan', 'nyaman', 'pastikan', 'baterai', 'terisi', 'penuh', 'cari', 'tahu', 'lokasi', 'stasiun', 'pengisian', 'serta', 'bawa', 'kabel', 'pengisian', 'sebagai', 'cadangan', 'keamanan', 'dan', 'kenyamanan', 'adalah', 'kunci']","['electrizen', 'mudik', 'persiapkan', 'langkahlangkah', 'perjalanan', 'aman', 'nyaman', 'pastikan', 'terisi', 'penuh', 'cari', 'stasiun', 'pengisian', 'bawa', 'kabel', 'pengisian', 'cadangan', 'keamanan', 'kenyamanan', 'kunci']",electrizen mudik siap langkahlangkah jalan aman nyaman pasti isi penuh cari stasiun isi bawa kabel isi cadang aman nyaman kunci
1,@RomeoWalker19 Hayo bagaimana dengan kondisi mobil listrik yaa kalau begini ?,Hayo bagaimana dengan kondisi mobil listrik yaa kalau begini,hayo bagaimana dengan kondisi mobil listrik yaa kalau begini,"['hayo', 'bagaimana', 'dengan', 'kondisi', 'mobil', 'listrik', 'yaa', 'kalau', 'begini']","['hayo', 'kondisi']",hayo kondisi
0,@convomf Mudik pake mobil listrik trus macet berjam² baterei habis.. modaarrr,Mudik pake mobil listrik trus macet berjam baterei habis modaarrr,mudik pake mobil listrik trus macet berjam baterei habis modaarrr,"['mudik', 'pake', 'mobil', 'listrik', 'trus', 'macet', 'berjam', 'baterei', 'habis', 'modaarrr']","['mudik', 'macet', 'berjam', 'baterei', 'habis', 'modaarrr']",mudik macet jam baterei habis modaarrr
1,@RomeoWalker19 mobil listrik ngecas dmn wkwkw,mobil listrik ngecas dmn wkwkw,mobil listrik ngecas dmn wkwkw,"['mobil', 'listrik', 'ngecas', 'dmn', 'wkwkw']","['ngecas', 'dmn', 'wkwkw']",ngecas dmn wkwkw
0,@pln_123 @erickthohir @KemenBUMN @jokowi Mobil listrik diberikan insentif cukup besar. Tapi aliran Listrik masih byar pet. Di Komp.Perum Taman Intan Kel Cisalak pasar Kec.Cimanggis Depok. Satu hari aja padam 2x. Mungkin suku cadangnya atau materialnya banyak di korup.,Mobil listrik diberikan insentif cukup besar Tapi aliran Listrik masih byar pet Di KompPerum Taman Intan Kel Cisalak pasar KecCimanggis Depok Satu hari aja padam x Mungkin suku cadangnya atau materialnya banyak di korup,mobil listrik diberikan insentif cukup besar tapi aliran listrik masih byar pet di kompperum taman intan kel cisalak pasar keccimanggis depok satu hari aja padam x mungkin suku cadangnya atau materialnya banyak di korup,"['mobil', 'listrik', 'diberikan', 'insentif', 'cukup', 'besar', 'tapi', 'aliran', 'listrik', 'masih', 'byar', 'pet', 'di', 'kompperum', 'taman', 'intan', 'kel', 'cisalak', 'pasar', 'keccimanggis', 'depok', 'satu', 'hari', 'aja', 'padam', 'x', 'mungkin', 'suku', 'cadangnya', 'atau', 'materialnya', 'banyak', 'di', 'korup']","['insentif', 'aliran', 'byar', 'pet', 'kompperum', 'taman', 'intan', 'kel', 'cisalak', 'keccimanggis', 'depok', 'padam', 'x', 'suku', 'cadangnya', 'materialnya', 'korup']",insentif alir byar pet kompperum taman intan kel cisalak keccimanggis depok padam x suku cadang material korup
0,kayanya mudik pake mobil listrik bukan ide yang bagus,kayanya mudik pake mobil listrik bukan ide yang bagus,kayanya mudik pake mobil listrik bukan ide yang bagus,"['kayanya', 'mudik', 'pake', 'mobil', 'listrik', 'bukan', 'ide', 'yang', 'bagus']","['mudik', 'ide', 'bagus']",mudik ide bagus
2,tp chinese emg dari kecil udah jago nyetir kek mobil listrik gitu gitu mereka di fasilitasi dgn baik.,tp chinese emg dari kecil udah jago nyetir kek mobil listrik gitu gitu mereka di fasilitasi dgn baik,tp chinese emg dari kecil udah jago nyetir kek mobil listrik gitu gitu mereka di fasilitasi dgn baik,"['tp', 'chinese', 'emg', 'dari', 'kecil', 'udah', 'jago', 'nyetir', 'kek', 'mobil', 'listrik', 'gitu', 'gitu', 'mereka', 'di', 'fasilitasi', 'dgn', 'baik']","['chinese', 'jago', 'nyetir', 'fasilitasi']",chinese jago nyetir fasilitas
2,@CREW_LISANESIA @wearelloud @truemoney Ouh itu mobil listrik wow Lisa emang keren #LISATrueMoneyMoments #LISATrueMoneyFanMeetUp,Ouh itu mobil listrik wow Lisa emang keren LISATrueMoneyMoments LISATrueMoneyFanMeetUp,ouh itu mobil listrik wow lisa emang keren lisatruemoneymoments lisatruemoneyfanmeetup,"['ouh', 'itu', 'mobil', 'listrik', 'wow', 'lisa', 'emang', 'keren', 'lisatruemoneymoments', 'lisatruemoneyfanmeetup']","['ouh', 'wow', 'lisa', 'keren', 'lisatruemoneymoments', 'lisatruemoneyfanmeetup']",ouh wow lisa keren lisatruemoneymoments lisatruemoneyfanmeetup
2,makin kesini makin tertarik mobil listrik,makin kesini makin tertarik mobil listrik,makin kesini makin tertarik mobil listrik,"['makin', 'kesini', 'makin', 'tertarik', 'mobil', 'listrik']","['kesini', 'tertarik']",kesini tarik
1,@convomf Btw penanganannya lebih susah mana kalo mobil biasa kehabisan bensin sama mobil listrik kehabisan batre?,Btw penanganannya lebih susah mana kalo mobil biasa kehabisan bensin sama mobil listrik kehabisan batre,btw penanganannya lebih susah mana kalo mobil biasa kehabisan bensin sama mobil listrik kehabisan batre,"['btw', 'penanganannya', 'lebih', 'susah', 'mana', 'kalo', 'mobil', 'biasa', 'kehabisan', 'bensin', 'sama', 'mobil', 'listrik', 'kehabisan', 'batre']","['btw', 'penanganannya', 'susah', 'kehabisan', 'kehabisan', 'batre']",btw tangan susah habis habis batre
1,wow kembali lagi dengab rutinitas keluarga pln ayah dan ibuku diskusi serius sambil mengintip ke atas mobil mengomentari kabel listrik yang tersangkut dibalik lebatnya ranting-ranting pohon,wow kembali lagi dengab rutinitas keluarga pln ayah dan ibuku diskusi serius sambil mengintip ke atas mobil mengomentari kabel listrik yang tersangkut dibalik lebatnya rantingranting pohon,wow kembali lagi dengab rutinitas keluarga pln ayah dan ibuku diskusi serius sambil mengintip ke atas mobil mengomentari kabel listrik yang tersangkut dibalik lebatnya rantingranting pohon,"['wow', 'kembali', 'lagi', 'dengab', 'rutinitas', 'keluarga', 'pln', 'ayah', 'dan', 'ibuku', 'diskusi', 'serius', 'sambil', 'mengintip', 'ke', 'atas', 'mobil', 'mengomentari', 'kabel', 'listrik', 'yang', 'tersangkut', 'dibalik', 'lebatnya', 'rantingranting', 'pohon']","['wow', 'dengab', 'rutinitas', 'pln', 'ayah', 'ibuku', 'diskusi', 'serius', 'mengintip', 'mengomentari', 'kabel', 'tersangkut', 'dibalik', 'lebatnya', 'rantingranting', 'pohon']",wow dengab rutinitas pln ayah ibu diskusi serius intip komentar kabel sangkut balik lebat rantingranting pohon
2,@balmadudin @innovacommunity betul kalo mau beli mobil listrik untuk 5-8 tahun kedepan paling bener ya beli yang hybrid,betul kalo mau beli mobil listrik untuk  tahun kedepan paling bener ya beli yang hybrid,betul kalo mau beli mobil listrik untuk  tahun kedepan paling bener ya beli yang hybrid,"['betul', 'kalo', 'mau', 'beli', 'mobil', 'listrik', 'untuk', 'tahun', 'kedepan', 'paling', 'bener', 'ya', 'beli', 'yang', 'hybrid']",['kedepan'],depan
2,@Duren___ harus nya beli mobil listrik yg kecil itu loh....biar gampang di gulingin ke pinggir,harus nya beli mobil listrik yg kecil itu lohbiar gampang di gulingin ke pinggir,harus nya beli mobil listrik yg kecil itu lohbiar gampang di gulingin ke pinggir,"['harus', 'nya', 'beli', 'mobil', 'listrik', 'yg', 'kecil', 'itu', 'lohbiar', 'gampang', 'di', 'gulingin', 'ke', 'pinggir']","['lohbiar', 'gampang', 'gulingin', 'pinggir']",lohbiar gampang gulingin pinggir
1,akhirnya ak ngadem di mobil jir.. ga kuat panas bgt.. listrik konslet(?)..,akhirnya ak ngadem di mobil jir ga kuat panas bgt listrik konslet,akhirnya ak ngadem di mobil jir ga kuat panas bgt listrik konslet,"['akhirnya', 'ak', 'ngadem', 'di', 'mobil', 'jir', 'ga', 'kuat', 'panas', 'bgt', 'listrik', 'konslet']","['ak', 'ngadem', 'jir', 'kuat', 'panas', 'konslet']",ak ngadem jir kuat panas konslet
1,@kompascom Emang ada yang pake mobil listrik #LuhutRugiBanyak,Emang ada yang pake mobil listrik LuhutRugiBanyak,emang ada yang pake mobil listrik luhutrugibanyak,"['emang', 'ada', 'yang', 'pake', 'mobil', 'listrik', 'luhutrugibanyak']",['luhutrugibanyak'],luhutrugibanyak
1,Persiapan lebaran: Stok bahan makan aman. 2 kulkas + 1 chest freezer penuh . 1/2 kulkas isi buah dan sayur. Listrik pasca bayar. Air full di torrent. Gas? Pake LNG ye sorry no pusing tinggal bayar ke PGN. Tinggal bensin mobil aja. Yap we are ready for Eid,Persiapan lebaran Stok bahan makan aman  kulkas   chest freezer penuh   kulkas isi buah dan sayur Listrik pasca bayar Air full di torrent Gas Pake LNG ye sorry no pusing tinggal bayar ke PGN Tinggal bensin mobil aja Yap we are ready for Eid,persiapan lebaran stok bahan makan aman  kulkas   chest freezer penuh   kulkas isi buah dan sayur listrik pasca bayar air full di torrent gas pake lng ye sorry no pusing tinggal bayar ke pgn tinggal bensin mobil aja yap we are ready for eid,"['persiapan', 'lebaran', 'stok', 'bahan', 'makan', 'aman', 'kulkas', 'chest', 'freezer', 'penuh', 'kulkas', 'isi', 'buah', 'dan', 'sayur', 'listrik', 'pasca', 'bayar', 'air', 'full', 'di', 'torrent', 'gas', 'pake', 'lng', 'ye', 'sorry', 'no', 'pusing', 'tinggal', 'bayar', 'ke', 'pgn', 'tinggal', 'bensin', 'mobil', 'aja', 'yap', 'we', 'are', 'ready', 'for', 'eid']","['persiapan', 'lebaran', 'stok', 'bahan', 'aman', 'kulkas', 'chest', 'freezer', 'penuh', 'kulkas', 'isi', 'buah', 'sayur', 'pasca', 'bayar', 'full', 'torrent', 'lng', 'ye', 'sorry', 'no', 'pusing', 'bayar', 'pgn', 'yap', 'we', 'are', 'ready', 'for', 'eid']",siap lebaran stok bahan aman kulkas chest freezer penuh kulkas isi buah sayur pasca bayar full torrent lng ye sorry no pusing bayar pgn yap we are ready for eid
2,@Rebeca_MileyC Industri otomotif bertransisi menuju kendaraan listrik dengan adopsi regulasi yang mendorong mobil ramah lingkungan,Industri otomotif bertransisi menuju kendaraan listrik dengan adopsi regulasi yang mendorong mobil ramah lingkungan,industri otomotif bertransisi menuju kendaraan listrik dengan adopsi regulasi yang mendorong mobil ramah lingkungan,"['industri', 'otomotif', 'bertransisi', 'menuju', 'kendaraan', 'listrik', 'dengan', 'adopsi', 'regulasi', 'yang', 'mendorong', 'mobil', 'ramah', 'lingkungan']","['industri', 'otomotif', 'bertransisi', 'adopsi', 'regulasi', 'mendorong', 'ramah', 'lingkungan']",industri otomotif transisi adopsi regulasi dorong ramah lingkung
1,@Jateng_Twit @InD4hR4tnA Joh nganti digawe one way kuwi mobil belut listrik opo ra ketar ketir kuwi,Joh nganti digawe one way kuwi mobil belut listrik opo ra ketar ketir kuwi,joh nganti digawe one way kuwi mobil belut listrik opo ra ketar ketir kuwi,"['joh', 'nganti', 'digawe', 'one', 'way', 'kuwi', 'mobil', 'belut', 'listrik', 'opo', 'ra', 'ketar', 'ketir', 'kuwi']","['joh', 'nganti', 'digawe', 'one', 'way', 'kuwi', 'belut', 'opo', 'ra', 'ketar', 'ketir', 'kuwi']",joh nganti digawe one way kuwi belut opo ra ketar tir kuwi
1,Hayu dunk bikin utas mengenai perjalanan mudik menggunakan mobil listrik. Atau masih belum pada berani?,Hayu dunk bikin utas mengenai perjalanan mudik menggunakan mobil listrik Atau masih belum pada berani,hayu dunk bikin utas mengenai perjalanan mudik menggunakan mobil listrik atau masih belum pada berani,"['hayu', 'dunk', 'bikin', 'utas', 'mengenai', 'perjalanan', 'mudik', 'menggunakan', 'mobil', 'listrik', 'atau', 'masih', 'belum', 'pada', 'berani']","['hayu', 'dunk', 'utas', 'perjalanan', 'mudik', 'berani']",hayu dunk utas jalan mudik berani
1,@gibran_tweet Knp ga lanjutkan Esemka jadi mobil listrik mas?,Knp ga lanjutkan Esemka jadi mobil listrik mas,knp ga lanjutkan esemka jadi mobil listrik mas,"['knp', 'ga', 'lanjutkan', 'esemka', 'jadi', 'mobil', 'listrik', 'mas']","['knp', 'lanjutkan']",knp lanjut
2,masyarakat yang menggunakan mobil listrik yang berlokasi di Balai Kota Semarang Jalan Pemuda no. 148. Jangan lupa isi daya mobil listrikmu agar perjalanan mudik kali ini menjadi aman dan nyaman.,masyarakat yang menggunakan mobil listrik yang berlokasi di Balai Kota Semarang Jalan Pemuda no  Jangan lupa isi daya mobil listrikmu agar perjalanan mudik kali ini menjadi aman dan nyaman,masyarakat yang menggunakan mobil listrik yang berlokasi di balai kota semarang jalan pemuda no  jangan lupa isi daya mobil listrikmu agar perjalanan mudik kali ini menjadi aman dan nyaman,"['masyarakat', 'yang', 'menggunakan', 'mobil', 'listrik', 'yang', 'berlokasi', 'di', 'balai', 'kota', 'semarang', 'jalan', 'pemuda', 'no', 'jangan', 'lupa', 'isi', 'daya', 'mobil', 'listrikmu', 'agar', 'perjalanan', 'mudik', 'kali', 'ini', 'menjadi', 'aman', 'dan', 'nyaman']","['berlokasi', 'balai', 'semarang', 'pemuda', 'no', 'lupa', 'isi', 'daya', 'listrikmu', 'perjalanan', 'mudik', 'aman', 'nyaman']",lokasi balai semarang pemuda no lupa isi daya listrik jalan mudik aman nyaman
0,@gibran_tweet Rakyat &amp; pejabat indon suka banget dikasih janji kentut begini nanti gembar gembor tunggu realisasinya aja jangan BACOT indo mau jadi pusat battery mobil listrik dunia lahh tesla mau invest d indo lah ehh punya nickel hanya dibuka utk pabrik sendok seperti kata si uut,Rakyat amp pejabat indon suka banget dikasih janji kentut begini nanti gembar gembor tunggu realisasinya aja jangan BACOT indo mau jadi pusat battery mobil listrik dunia lahh tesla mau invest d indo lah ehh punya nickel hanya dibuka utk pabrik sendok seperti kata si uut,rakyat amp pejabat indon suka banget dikasih janji kentut begini nanti gembar gembor tunggu realisasinya aja jangan bacot indo mau jadi pusat battery mobil listrik dunia lahh tesla mau invest d indo lah ehh punya nickel hanya dibuka utk pabrik sendok seperti kata si uut,"['rakyat', 'amp', 'pejabat', 'indon', 'suka', 'banget', 'dikasih', 'janji', 'kentut', 'begini', 'nanti', 'gembar', 'gembor', 'tunggu', 'realisasinya', 'aja', 'jangan', 'bacot', 'indo', 'mau', 'jadi', 'pusat', 'battery', 'mobil', 'listrik', 'dunia', 'lahh', 'tesla', 'mau', 'invest', 'd', 'indo', 'lah', 'ehh', 'punya', 'nickel', 'hanya', 'dibuka', 'utk', 'pabrik', 'sendok', 'seperti', 'kata', 'si', 'uut']","['pejabat', 'indon', 'suka', 'dikasih', 'janji', 'kentut', 'gembar', 'gembor', 'tunggu', 'realisasinya', 'bacot', 'pusat', 'battery', 'lahh', 'invest', 'nickel', 'dibuka', 'uut']",jabat indon suka kasih janji kentut gembar gembor tunggu realisasi bacot pusat battery lahh invest nickel buka uut
